date,close,volume,外資,投信,自營商,三大法人合計(張),融資增減(張),K,D,KD落入20以下,出現黃金交叉,趨勢向上非鈍化,新手投資建議
2021-08-25,67.0,5940902,545.0,8.0,16.0,568.0,,47.2,36.73,False,False,False,❌ 空頭或無訊號
2021-08-26,65.3,13518562,-4378.0,165.0,-224.0,-4437.0,,43.16,38.87,False,False,False,❌ 空頭或無訊號
2021-08-27,65.0,12756411,-797.0,0.0,474.0,-323.0,,33.74,37.16,False,False,False,❌ 空頭或無訊號
2021-08-30,66.4,7295419,3130.0,-42.0,145.0,3233.0,,37.39,37.24,False,True,False,⭐ 弱勢反彈
2021-08-31,66.4,8026995,-23.0,0.0,-2.0,-25.0,,43.34,39.27,False,False,False,❌ 空頭或無訊號
2021-09-01,68.1,15943494,5027.0,-119.0,242.0,5151.0,,59.06,45.87,False,False,False,❌ 空頭或無訊號
2021-09-02,66.2,10469861,-3050.0,-575.0,-317.0,-3942.0,,54.45,48.73,False,False,False,❌ 空頭或無訊號
2021-09-03,66.0,9974783,-1486.0,-753.0,33.0,-2206.0,,49.79,49.08,False,False,False,❌ 空頭或無訊號
2021-09-06,66.4,13380267,1574.0,-88.0,99.0,1585.0,,49.86,49.34,False,False,False,❌ 空頭或無訊號
2021-09-07,65.2,10825756,-3198.0,-74.0,63.0,-3210.0,,40.38,46.36,False,False,False,❌ 空頭或無訊號
2021-09-08,64.3,12858185,-1279.0,97.0,-433.0,-1616.0,,30.47,41.06,False,False,False,❌ 空頭或無訊號
2021-09-09,65.6,7371987,2643.0,-1.0,44.0,2686.0,,33.51,38.54,False,False,False,❌ 空頭或無訊號
2021-09-10,66.8,9874993,3988.0,1162.0,289.0,5439.0,,43.87,40.32,False,True,False,⭐ 弱勢反彈
2021-09-13,65.8,7306027,-1331.0,-17.0,-169.0,-1517.0,,43.83,41.49,False,False,False,❌ 空頭或無訊號
